Review Text,review_english,User Name,category,sentimiento
"Starting with the simple easy to read custom MIKE license plate, the 35 minute early evening  ride from the crowded JFK terminal was first class. Our driver’s calm perhaps even cautious chauffeur driving style was sincerely appreciated.  Phoned in reservation process was smooth and courteous. <br />","Starting with the simple easy to read custom MIKE license plate, the 35 minute early evening  ride from the crowded JFK terminal was first class. Our driver’s calm perhaps even cautious chauffeur driving style was sincerely appreciated.  Phoned in reservation process was smooth and courteous. <br />",Slow Travel,Queja por conductor,2
"The drivers charge the amount they want and is allways more than the receipt (excluding the tip) I received a receipt for US and he charged 67.. I pai  80 and he did not bring back the US 10. I had to insist,<br />","The drivers charge the amount they want and is allways more than the receipt (excluding the tip) I received a receipt for US and he charged 67.. I pai  80 and he did not bring back the US 10. I had to insist,<br />",espantoso61,Otro,0
"We are repeat customers of Dial 7 to and from LGA and have been very satisfied with their service. On time, clean vehicles, nice drivers who obviously know the best routes in and out of the city depending on time of day.","We are repeat customers of Dial 7 to and from LGA and have been very satisfied with their service. On time, clean vehicles, nice drivers who obviously know the best routes in and out of the city depending on time of day.",LA1005,Recomendación por buen estado del vehículo,2
"I have used this service many times , the trip from JFK to Downtown Manhattan was as expected but the car provide for the return leg was no more than a Uber mini van when a luxury town car was ordered and paid for.<br />I attempted several times to email the company but was totally ignored. I wanted to question exactly what they charged me for, very disappointing customer service and would certainly not use this company again without careful consideration as to their ability to deliver what one orders ! ","I have used this service many times , the trip from JFK to Downtown Manhattan was as expected but the car provide for the return leg was no more than a Uber mini van when a luxury town car was ordered and paid for.<br />I attempted several times to email the company but was totally ignored. I wanted to question exactly what they charged me for, very disappointing customer service and would certainly not use this company again without careful consideration as to their ability to deliver what one orders !",Henryp66,Otro,0
Easy to book. Super clean vehicle!<br />I felt like someone famous. Got to our Newark airport hotel from uptown very quickly (BTW the best time to go is 7 pm) very nice driver,Easy to book. Super clean vehicle!<br />I felt like someone famous. Got to our Newark airport hotel from uptown very quickly (BTW the best time to go is 7 pm) very nice driver,DrDance57,Recomendación por buen estado del vehículo,2
"Scheduled and confirmed a 4:30am pick up to the airport. Shortly after 4:30 I was concerned because the driver was late and hadn’t reached out. I called and spoke to a dispatcher who said the driver is 5 minutes away and it’s not that big of a deal. I reiterated that I had a flight to catch and if it was going to be longer to let me know and I’ll have to find another way to the airport. 15 minutes later still no driver or communication. I called back and was told they are now 13 minutes away due to traffic. I looked at the area, getting ready to drive myself to the airport because I was cutting it close to missing my flight, no traffic it’s 4am. By 5am, I cancelled the car service so who knows when they would have shown up. Incredibly unprofessional, do not use dial 7 if you actually need to get somewhere. Use dial 7 if you want to pay a premium to be treated like garbage. ","Scheduled and confirmed a 4:30am pick up to the airport. Shortly after 4:30 I was concerned because the driver was late and hadn’t reached out. I called and spoke to a dispatcher who said the driver is 5 minutes away and it’s not that big of a deal. I reiterated that I had a flight to catch and if it was going to be longer to let me know and I’ll have to find another way to the airport. 15 minutes later still no driver or communication. I called back and was told they are now 13 minutes away due to traffic. I looked at the area, getting ready to drive myself to the airport because I was cutting it close to missing my flight, no traffic it’s 4am. By 5am, I cancelled the car service so who knows when they would have shown up. Incredibly unprofessional, do not use dial 7 if you actually need to get somewhere. Use dial 7 if you want to pay a premium to be treated like garbage.",Dm00ster,Recomendación por buen servicio del conductor,0
"I used them 4 times from and to JFK and Laguardia airports in less than a month. The drivers arrived before time. They are helpful and friendly. The cars are clean and new.  You can make your reservations through their app or website. If you make it through the website you will receive notifications via email. If you make it through the app, you will receive the notifications via the app and the email. It will inform you that your driver is in the way and that he arrived. Also you can pay by adding your credit card info to the reservation and ask them to deduct the amount from it. Or pay via credit card upon arrival or cash. The price usually covers the trip, tolls, gratuity and taxes. I highly recommend them for such trips.","I used them 4 times from and to JFK and Laguardia airports in less than a month. The drivers arrived before time. They are helpful and friendly. The cars are clean and new.  You can make your reservations through their app or website. If you make it through the website you will receive notifications via email. If you make it through the app, you will receive the notifications via the app and the email. It will inform you that your driver is in the way and that he arrived. Also you can pay by adding your credit card info to the reservation and ask them to deduct the amount from it. Or pay via credit card upon arrival or cash. The price usually covers the trip, tolls, gratuity and taxes. I highly recommend them for such trips.",Amr B,Recomendación por buen servicio del conductor,2
"I pre booked with this company prior to leaving Australia. I must say I was really nervous after reading previous reviews, but was pleasantly surprised with the service we received. <br /><br />Five adults, with five large bags, we booked an SUV pick up. We were picked up from La Guardia. our flight was delayed by a good hour and I thought for sure the driver would have left, but was so happy he was still waiting for us.  We had no way of contacting the driver, until he phoned us, which was after we landed. There were a number of calls by the driver, I did wonder if the driver was getting anxious with our late arrival.<br /><br />Traffic into NYC was horrendous, but the driver was patient and a careful driver. My seat belt in the back row did not work, which was frustrating.  The driver didn't speak, I suspect he didn't have much english which did make the trip feel a little awkward as we generally get tips from drivers in most cities we visit.<br /><br />We were happy with the service and booked for a pick from our hotel to Newark a few days later. We had a different driver who was waiting for us at the entrance of our accommodation earlier than the booked time. Again, the service was wonderful and we were at Newark, with plenty of time to check in. I would definitely use this company again.","I pre booked with this company prior to leaving Australia. I must say I was really nervous after reading previous reviews, but was pleasantly surprised with the service we received. <br /><br />Five adults, with five large bags, we booked an SUV pick up. We were picked up from La Guardia. our flight was delayed by a good hour and I thought for sure the driver would have left, but was so happy he was still waiting for us.  We had no way of contacting the driver, until he phoned us, which was after we landed. There were a number of calls by the driver, I did wonder if the driver was getting anxious with our late arrival.<br /><br />Traffic into NYC was horrendous, but the driver was patient and a careful driver. My seat belt in the back row did not work, which was frustrating.  The driver didn't speak, I suspect he didn't have much english which did make the trip feel a little awkward as we generally get tips from drivers in most cities we visit.<br /><br />We were happy with the service and booked for a pick from our hotel to Newark a few days later. We had a different driver who was waiting for us at the entrance of our accommodation earlier than the booked time. Again, the service was wonderful and we were at Newark, with plenty of time to check in. I would definitely use this company again.",Woodys5,Queja por conductor,2
"I have used this service before. This visit I booked the VIP service. We were 3 adults squashed in the back of the car with some of our luggage 2 of the seat belts did not work. The traffic was horrendous on the day, no fault of the driver, however his continued use of his phone watching U tube videos and talking to various people. Then had the check to say he deserved a good tip! Such a shame as previously had been excellent. Numerous phone calls went unanswered as were emails.","I have used this service before. This visit I booked the VIP service. We were 3 adults squashed in the back of the car with some of our luggage 2 of the seat belts did not work. The traffic was horrendous on the day, no fault of the driver, however his continued use of his phone watching U tube videos and talking to various people. Then had the check to say he deserved a good tip! Such a shame as previously had been excellent. Numerous phone calls went unanswered as were emails.",Nicki C,Otro,0
"The service was fantastic . Great immaculate cars , always on time and kept you updated with text messages . Used them this past rainy cold weekend in NYC . Will use again when I come to NYC again !!","The service was fantastic . Great immaculate cars , always on time and kept you updated with text messages . Used them this past rainy cold weekend in NYC . Will use again when I come to NYC again !!",Renee S,Recomendación por buen estado del vehículo,2
"Took two journeys, first from JFK to hotel near Times Square and the second from the hotel to a hotel near Newark airport. Both drivers were punctual and friendly. Both cars were smart and comfortable. Both prices were as quoted. Great service.","Took two journeys, first from JFK to hotel near Times Square and the second from the hotel to a hotel near Newark airport. Both drivers were punctual and friendly. Both cars were smart and comfortable. Both prices were as quoted. Great service.",Ali D,Recomendación por buen servicio del conductor,2
"Unacceptable. We ve been waiting for our car for more than 1h30 despite a booking made 2 weeks in advance. No reliability, poor service. Run away","Unacceptable. We ve been waiting for our car for more than 1h30 despite a booking made 2 weeks in advance. No reliability, poor service. Run away",anne claire c,Otro,0
"Usually I have the best service with this company however, 9/22/22 at 4am I confirmed a ride three time once by phone once by email & once by text on my car to JFK @ 4:30am, however at 4:30am no car arrived to deliver me to my flight. I called the service line and they not only couldn't reach the driver but also informed me they have no cars available to take me to my flight forcing me to cancel my fare!","Usually I have the best service with this company however, 9/22/22 at 4am I confirmed a ride three time once by phone once by email & once by text on my car to JFK @ 4:30am, however at 4:30am no car arrived to deliver me to my flight. I called the service line and they not only couldn't reach the driver but also informed me they have no cars available to take me to my flight forcing me to cancel my fare!",MrEAC3,Recomendación por buen servicio del conductor,0
Incredibly dangerous. I ordered a car for my wife and children from the airport to eastern Long Island. The driver kept falling asleep and drifting between lanes possibly intoxicated. She had him pull over at an exit and got out of the car and took an Uber the rest of the way. First the company questioned whether she was telling the truth. Then they took a month to process the refund and when they did only refunded $75 out of $340 (and we had to spend $150 on an Uber). When I complained they won't even let you speak to a manager. Never again would I use this company and if you are concerned about your safety I would steer clear.,Incredibly dangerous. I ordered a car for my wife and children from the airport to eastern Long Island. The driver kept falling asleep and drifting between lanes possibly intoxicated. She had him pull over at an exit and got out of the car and took an Uber the rest of the way. First the company questioned whether she was telling the truth. Then they took a month to process the refund and when they did only refunded $75 out of $340 (and we had to spend $150 on an Uber). When I complained they won't even let you speak to a manager. Never again would I use this company and if you are concerned about your safety I would steer clear.,Mark R,Otro,0
"Recently used for a family pick up at JFK into mid Manhattan. <br />As soon as I landed, I received email and text detail to find my driver. <br />I then received direct messages and a call from our driver Vijay. <br />As soon as we left the terminal he was there. <br />Journey excellent straight to doors of hotel <br />Cost was exactly as quoted with no extras.","Recently used for a family pick up at JFK into mid Manhattan. <br />As soon as I landed, I received email and text detail to find my driver. <br />I then received direct messages and a call from our driver Vijay. <br />As soon as we left the terminal he was there. <br />Journey excellent straight to doors of hotel <br />Cost was exactly as quoted with no extras.",P H,Otro,2
"Great service. When we landed, the driver had to circle the airport a few times to find us, but he did.  They text you when you arrive.  I used them again for our return. I was unsure if this service would be on-time (we had to leave our hotel at 3:30 am) but they were. A bit pricey - but it turns out very close to other private car options. Overall, safe, clean and very prompt!","Great service. When we landed, the driver had to circle the airport a few times to find us, but he did.  They text you when you arrive.  I used them again for our return. I was unsure if this service would be on-time (we had to leave our hotel at 3:30 am) but they were. A bit pricey - but it turns out very close to other private car options. Overall, safe, clean and very prompt!",Simon R,Recomendación por buen servicio del conductor,2
"I was a bit nervous after reading some of the reviews but decided to give them a try.  They did not disappoint.  Car was clean, drivers courteous and timely pick ups.  Communication was clear and easy to find them despite a very busy airport.","I was a bit nervous after reading some of the reviews but decided to give them a try.  They did not disappoint.  Car was clean, drivers courteous and timely pick ups.  Communication was clear and easy to find them despite a very busy airport.",Amanda H,Recomendación por buen estado del vehículo,2
"Trip from NJ to JFK. <br />I was extremely happy with this company. The reservations system was easy, I called a few times with questions prior to making a reservation and they were courteous and professional (plus the information was consistent each time). The price was competitive.<br />They emailed and texted a confirmation immediately, and then again closer to the time of the reservation to double-check that I was still planning on going.<br />The driver phoned me an hour before pick-up to let me know he was on the way.<br />The car was a new model and super-clean and comfortable (I reserved the luxury option). The driver professional and courteous, and payment was easy - including the ability to add the tip to the credit card.<br />I would not hesitate to use Dial-7 again - or to recommend them to a friend.","Trip from NJ to JFK. <br />I was extremely happy with this company. The reservations system was easy, I called a few times with questions prior to making a reservation and they were courteous and professional (plus the information was consistent each time). The price was competitive.<br />They emailed and texted a confirmation immediately, and then again closer to the time of the reservation to double-check that I was still planning on going.<br />The driver phoned me an hour before pick-up to let me know he was on the way.<br />The car was a new model and super-clean and comfortable (I reserved the luxury option). The driver professional and courteous, and payment was easy - including the ability to add the tip to the credit card.<br />I would not hesitate to use Dial-7 again - or to recommend them to a friend.",tpaine2016,Recomendación por buen servicio del conductor,2
"Ordered VIP car for transfer into city weeks in advance. Clearly stated in my booking we had 3 suitcases too, we needed a bigger vehicle. <br />Flight landed early, got email to say driver assigned and for me to text when we have bags. I text… nothing. So I text again… nothing. I called, they hung up. I called again and again and again. After waiting 40 minutes AFTER I’d gotten my bags, someone finally picked up the phone after more than 10 calls. He kindly told me I needed to wait at least another 15 minutes! No apologies, they were just not interested at all. I told them to cancel the booking and how upset I was… nothing still, just “okay, that’s cancelled” The usual human response when you’ve screwed up is “I’m sorry, what can we do to fix it?” <br />We went back to the tank and caught a taxi, which is what I should’ve done in first place rather than pay more than THREE times the cost to be left standing outside waiting for a car that was clearly never going to arrive. Moral of story - don’t bother with Dial7","Ordered VIP car for transfer into city weeks in advance. Clearly stated in my booking we had 3 suitcases too, we needed a bigger vehicle. <br />Flight landed early, got email to say driver assigned and for me to text when we have bags. I text… nothing. So I text again… nothing. I called, they hung up. I called again and again and again. After waiting 40 minutes AFTER I’d gotten my bags, someone finally picked up the phone after more than 10 calls. He kindly told me I needed to wait at least another 15 minutes! No apologies, they were just not interested at all. I told them to cancel the booking and how upset I was… nothing still, just “okay, that’s cancelled” The usual human response when you’ve screwed up is “I’m sorry, what can we do to fix it?” <br />We went back to the tank and caught a taxi, which is what I should’ve done in first place rather than pay more than THREE times the cost to be left standing outside waiting for a car that was clearly never going to arrive. Moral of story - don’t bother with Dial7",Emabob36,Otro,0
Paid for the VIP level airport transport which is priced above a premium car cost wise and ended up in a beat up old Lincoln. Scam ,Paid for the VIP level airport transport which is priced above a premium car cost wise and ended up in a beat up old Lincoln. Scam,Paul O,Otro,2
"We used Dial 7 car service round trip LGA to Soho last weekend in Oct. communication was great, text when we landed with exact location to meet car. On return request was for a 10:15 am pickup and got text at 10am that car was onsite.. very clean vehicles and courteous drivers. Will recommend to anyone.","We used Dial 7 car service round trip LGA to Soho last weekend in Oct. communication was great, text when we landed with exact location to meet car. On return request was for a 10:15 am pickup and got text at 10am that car was onsite.. very clean vehicles and courteous drivers. Will recommend to anyone.",LA1005,Recomendación por buen estado del vehículo,2
"I have used this company MANY times preCovid.  I always use it to get from Manhattan to JFK, booking the day prior.  I booked a trip in Nov 2021 for 8AM pickup from Midtown hotel to JFK.  I received a text message at 7:45AM that limo was en route.  At 8:15AM, no car.  I called and they said ""no cars are available in your area"".  I said I booked my reservation 24 hours prior and they said to find another form of transportation.  I was able to get a cab (actually very easy and half the price) and arrived at gate during final boarding call.  Never again.  Completely unprofessional.  Almost missed my 6.5 hour flight!","I have used this company MANY times preCovid.  I always use it to get from Manhattan to JFK, booking the day prior.  I booked a trip in Nov 2021 for 8AM pickup from Midtown hotel to JFK.  I received a text message at 7:45AM that limo was en route.  At 8:15AM, no car.  I called and they said ""no cars are available in your area"".  I said I booked my reservation 24 hours prior and they said to find another form of transportation.  I was able to get a cab (actually very easy and half the price) and arrived at gate during final boarding call.  Never again.  Completely unprofessional.  Almost missed my 6.5 hour flight!",Scott B,Recomendación por buen servicio del conductor,2
"Por diversas vezes já utilizei os serviços. A cordialidade, segurança na direção, além de muitas dicas sobre a cidade e a região, tornaram os deslocamentos muito aprazíveis.","Several times I've used services.Cordiality, safety in the direction, as well as many tips on the city and the region, have made the displacements very pleasant.",Rafael Martins Costa,Otro,2
"Estavamos indecisos quanto ao nosso deslocamento do aeroporto até o hotel em NY.<br />Optamos pelos serviços da Braztours, até então desconhecido por .<br />Foi uma grata surpresa. Fomos muito bem recebidos pelo Alex, um londrinense , ainda com sotaque do Paraná, que esta a 16 anos em NY.<br />Nosso transfer foi com direito a boas dicas e musica de entrada em Manhattan!!<br />No retorno também optamos pelo mesmo serviço. Nossa filha esqueceu o celular na van, mas assim que percebeu , nos levou de prontidão!<br />Super recomendo!","We were undecided about our airport displacement to the Hotel in NY.We were very well received by Alex, a London, still with an accent from Paraná, who is 16 years old in Ny. <br /> Our transfer was entitled to good tips and entry music in Manhattan !! <br />We also opted for the same service.Our daughter forgot the cell phone in the van, but as soon as she realized, she took us ready! <br /> I highly recommend it!",Marcos S,Otro,2
"Vamos à muitos anos para NY e sempre contratamos os serviços do Alex que com toda sua simpatia, paciencia com os meus pais, pontualidade fazem toda a diferença na viagem! Um serviço mais caro mas que vale pena por todo o conforto e confiança!","Let's go to NY for many years and we have always hired Alex services that with all its sympathy, patience with my parents, punctuality make all the difference in the trip!A more expensive service that is worth pity for all the comfort and confidence!",Mariana M,Recomendación por buen servicio del conductor,2
"Fomos a Nova York no dia 20 de outubro. Fomos levados ao hotel pelo motorista Sérgio, que é muito atencioso e nos deu várias dicas. O processo de reserva foi muito ágil. No retorno não houve disponibilidade de motorista para a data e hora que queríamos e o Alex nós veio informando com clareza o tempo todo. Contrataria a empresa novamente com certeza.","We went to New York on October 20th.We were taken to the hotel by the driver Sérgio, who is very attentive and gave us several tips.The reserve process was very agile.In the return there was no driver availability for the date and time we wanted and Alex we came informing clearly all the time.I would hire the company again for sure.",ricardopapa93,Recomendación por buen servicio del conductor,2
"Fizemos o transfer do JFK para Manhattan, ida e volta, e um tour com o Alex. Foi tudo excelente!!! Recomendo fortemente!!!","We transferred from JFK to Manhattan, round trip, and a tour with Alex.It was all excellent !!!I strongly recommend!!!",MariaRipperKos,Otro,2
"Braztours - Nova York, NY 11102 foi a terceira vez que estivemos aqui e a cada vez, nos surpreendemos. Venham todos!!! <br />Braztours - New York, NY 11102 was the third time we were here and each time we were surprised. Everyone come!!!","BRAZTOURS - New York, NY 11102 was the third time we were here and each time we were surprised.Come everybody!!!<br /> BRAZTOURS - NEW YORK, NY 11102 WAS THE THIRD TIME WERE here and EACH TIME WERE SURPRISED.Everyone Come !!!",Silva M,Otro,1
"Каждый раз приезжая в Нью Йорк, обязательно спешу вечером на Time Square, главну площадь планеты! Каждый раз там происходит что- то новое, интересное. Я уже не говорю о количестве неоновой рекламы!","Each time coming to New York, I definitely hurry in the evening on Time Square, the main area of the planet!Each time there is something new, interesting.I'm not talking about the number of neon advertising!",Aydar S,Otro,2
"Big buildings, big electronics signs, a lot people shopping, you don't feel the time. We enjoy the big apple.","Big buildings, big electronics signs, a lot people shopping, you don't feel the time. We enjoy the big apple.",Maria C,Otro,2
I was nice to be able to see all the sits during the tour which takes you to all the key stops along the tour in the comfort of the bus ride as well with a guided tour guide.,I was nice to be able to see all the sits during the tour which takes you to all the key stops along the tour in the comfort of the bus ride as well with a guided tour guide.,Jacqueline Jones,Otro,2
Já utilizamos os servicos do Alex várias vezes.  Sempre com pontualidade e excelente atendimento. Indico para quem está necessitando de transporte em New York.<br />,We have already used Alex's services several times.Always with punctuality and excellent service.I indicate to those in need of transport in New York. <br />,Anselmo T,Recomendación por buen servicio del conductor,2
"Eu e minha família conhecemos o Alex a 10 anos e sempre que vamos a NYC utilizamos os serviços da sua empresa. Sempre somos muito bem atendidos!! O atendimento é excelente, o carro é confortável, em ótimo estado de conservação e o Alex conhece muito bem a cidade e é muito gentil e atencioso! Super indico!!! ","My family and I met Alex 10 years old and whenever we go to NYC we use the services of your company.We are always very well attended !!The service is excellent, the car is comfortable, in great condition and Alex knows the city very well and is very kind and attentive!Super Indico !!!",Sumara L,Recomendación por buen servicio del conductor,2
"určitě nesmíte zapomenout na toto místo při návštěvě NYC. Ta atmosféra a ta spousta lidí je součást tohoto místa. Nejlepe vyrazit večer, kdy je místo krásně osvětlené.",Be sure not to forget this place when visiting NYC.The atmosphere and a lot of people are part of this place.Best to go in the evening when the place is beautifully illuminated.,Markéta K,Otro,2
"stanchi di camminare dopo giorni,abbiamo deciso di fare un tour per la citta' con i mezzi comodi e lussuosi della braztours,che costano meno che in italia.personale gentilissimo e divertente,il tutto e' stato molto piacevole.","Tired of walking after days, we decided to take a tour for the city with the comfortable and luxurious means of the Braztours, which cost less than in Italy. very kind and fun, all was very pleasant.",Nicola Z,Otro,2
"Contratamos o serviço da Braztours e ao chegar fomos recebidos pelo Sr. Desmond, uma pessoa agradabilíssima e com boas dicas para cegada. Para irmos embora, em virtude da boa recepção, contratamos novamente o serviço da empresa e dessa vez fomos atendidos pelo Alex, pessoa igualmente agradável e prestativa como o Desmond. Valeu a pena! ","We hired the BRAZTOURS service and when we arrived we were received by Mr. Desmond, a very pleasant person with good blindness tips.To leave, because of the good reception, we again hired the company's service and this time we were attended by Alex, an equally pleasant and helpful person like Desmond.Worth it!",GuJu Martins,Recomendación por buen servicio del conductor,2
"Serviço excelente! Atendimento incrível do começo ao fim! Super recomendo!!  Fiz tour de 6 horas e traslado do aeroporto, carro mega confortável e passeio maravilhoso.","Excellent service!Amazing service from beginning to end!Super recommend !!I took 6 hours tour and transfer from the airport, comfortable mega car and wonderful walk.",Kamila C,Otro,2
"Excelente atendimento! O Alex foi muito paciente, atencioso e prestativo. Nosso voo chegou no horário, mas os procedimentos de imigração no aeroporto foram extremamente lentos (muita gente e poucos funcionários). Mesmo assim, o Alex aguardou com paciência, nos brindou com Frank Sinatra (New York, New York) na entrada da Cidade, e nos levou até ao hotel conforme combinado. Muito bom!!!","Excellent service!Alex was very patient, attentive and helpful.Our flight arrived on time, but immigration procedures at the airport were extremely slow (a lot of people and few employees).Even so, Alex waited with patience, toasted us with Frank Sinatra (New York, New York) at the entrance of the city, and led us to the hotel as agreed.Very good!!!",Victor S,Recomendación por buen servicio del conductor,2
"Contramos a equipe Braztours para fazer nossos translados do aeroporto em Nova Jersey para o hotel perto do Central Park, o motorista Alex que nos buscou na nossa chegada foi super atencioso com dicas da cidade para nossa familia, gostaria muito de agrader pelo carinho e prestaza. Voltaremos a usar com certeza e indicar aos nossos amigos.","Contracts to the Braztour team to make our airport translates in New Jersey to the hotel near Central Park, the driver Alex who fetched us upon our arrival was super attentive with tips from the city for our family, I would love to please the affection and render.We'll use it again for sure and refer to our friends.",Silvio,Recomendación por buen servicio del conductor,2
Super recomendo. Já usei outras vezes e não me arrependo . Pessoal extremamente pontual e educado para fazer o traslado do aeroporto. Obrigada Márcio e Alex pelo transporte!,Super recommend.I've used it other times and I don't regret it.Extremely punctual and polite staff to transfer the airport.Thank you Márcio and Alex for the transportation!,Maria M,Recomendación por buen servicio del conductor,2
"Contratamos a empresa para serviço de receptivo no aeroporto JFK até nosso hotel na Times Square.<br />Durante a nossa estadia fizemos outros passeios como city tour diurno, noturno, compras no Woodbury Outlets e visitamos a capital Washington.<br />Veículos confortáveis, motoristas  atenciosos e muito prestativos. Parabéns equipe Braztous, Alex, Márcio, Fábio e Leandro.","We hired the company for receptive service at JFK airport to our Hotel at Times Square. <br /> During our stay we did other tours such as city tour, night, purchases at the Woodbury Outlets and visited the capital Washington. <br /> Vehicles.Comfortable, attentive and very helpful drivers.Congratulations BRAZTOUS, Alex, Márcio, Fábio and Leandro Team.",Luciano M,Recomendación por buen servicio del conductor,2
"Alex é um excelente profissional, prestativo e pontual. Um amigo que sempre utilizava seus serviços quando ia a NY me indicou e desde então sempre sou atendido por ele. Tenho indicado a amigos e todos sempre confirmam que receberam um ótimo atendimento.","Alex is an excellent professional, helpful and punctual.A friend who always used his services when I went to NY indicated me and since then I am always attended by him.I have nominated for friends and everyone always confirms that they have received a great service.",samir m,Recomendación por buen servicio del conductor,2
"Todos os serviços prestados conforme o combinado.<br />Receptivo dentro do aeroporto, veículo ótimo, motorista gentil e com muito conhecimento de Nova York,<br />Super recomendo",All services provided as agreed.,Liliana,Otro,2
"Utilizamos os serviços da Braztours em NY e foi realmente excelente. Tanto o Alex quanto o Fábio são extremamente profissionais e simpáticos, os carros muito confortáveis e limpos. Super pontuais (o que é muito importante para mim).<br />Com certeza recomendo e voltaremos a utilizar a empresa!","We used the BRAZTOUS services in NY and it was really excellent.Both Alex and Fabio are extremely professional and friendly, very comfortable and clean cars.Super punctuals (which is very important to me). <br /> I certainly recommend and we will use the company again!",Stela A,Recomendación por buen servicio del conductor,2
"Tour excelente, confortável, altamente profissional. Recomendo para aqueles que desejarem passar o dia vendo e aprendendo a história dos Estados Unidos.","Excellent, comfortable, highly professional tour.I recommend for those who wish to spend the day seeing and learning the history of the United States.",Nelson M,Recomendación por buen servicio del conductor,2
"Contratamos os serviços de transfer aeroporto/hotel hotel/ aeroporto e tb nos levou para as compras no outlet em New Jersey. Muito prestativo, pontual e deu varias dicas sobre NYC. Carro confortável, acomodou perfeitamente as nossas bagagens. Super indicado!! Parabéns pelo trabalho!","We hired the airport/ hotel/ airport airport transfer services and also took us to purchases at the Outlet in New Jersey.Very helpful, punctual and gave several tips on NYC.Comfortable car, it perfectly accommodated our luggage.Super suitable !!Congratulations on the work!",Laura B,Recomendación por buen servicio del conductor,2
"Quer ter a experiência de ser VIP em New York? <br />A empresa Braztours pode realizar. <br />Alex foi muito gentil desde o momento em que conversamos no WhatsApp ( para fechar os passeios, fornecendo detalhes citytour, valores .... ) até o serviço de traslado para aeroporto. <br />Fechei com ele o translado aeroporto e hotel e o Citytour por New York, e o citytour para Washington, fiquei com medo em fazer o de NY pois já tinha feito com uma empresa. Mas com o Alex da Braztours foi bem diferente e melhor , ele te leva nos melhores lugares, para na frente com carro , super atencioso, solícito,comentei que gostaria de ir ver uma das obras que o Kobra fez NY , ele me levou até lá fiz fotos . Enfim pode confiar . Tratamento VIP mesmo !! ","Want to have the experience of being VIP in New York?<br /> BRAZTOURS company can perform.Alex was very kind from the moment we talked at WhatsApp (to close the tours, providing detail details, values ....) to the airport transfer service.<br /> I closed with him the airport and hotel transfer and CityTour by New York, and CityTour to Washington, I was afraid of doing NY because I had done it with a company.But with Alex from Braztours it was quite different and better, he takes you in the best places, in front with a car, super attentive, helpful, commented that I would like to go see one of the works that Kobra did, he took me thereI made pictures.Finally you can trust.VIP TREATMENT !!",Renan Jepes,Recomendación por buen servicio del conductor,2
"I've used My Destiny Limo now on my last 3-4 trips to NYC.  This visit, like the others, the service was prompt and impeccable.  We had round-trip service from LaGuardia to our hotel in Manhattan.  Our driver Jimmy was there early on both ends, communicated clearly via text, and provided great service.  I don't go to NYC a lot, but I'll definitely book My Destiny on all future visits.","I've used My Destiny Limo now on my last 3-4 trips to NYC.  This visit, like the others, the service was prompt and impeccable.  We had round-trip service from LaGuardia to our hotel in Manhattan.  Our driver Jimmy was there early on both ends, communicated clearly via text, and provided great service.  I don't go to NYC a lot, but I'll definitely book My Destiny on all future visits.",Steve A,Recomendación por buen servicio del conductor,2
A trip to and from LaGuardia Airport with my man Jimmy was a pleasant experience. The traffic in Time Square was bananas but Jimmy took is in stride. He even circle the block to allow the vehicles parked in front of our hotel to move so he could drop us off in front of the building.  We would have walked but he insisted which I thought was pretty awesome. Thanks Jimmy and Destiny!,A trip to and from LaGuardia Airport with my man Jimmy was a pleasant experience. The traffic in Time Square was bananas but Jimmy took is in stride. He even circle the block to allow the vehicles parked in front of our hotel to move so he could drop us off in front of the building.  We would have walked but he insisted which I thought was pretty awesome. Thanks Jimmy and Destiny!,Q M,Otro,2
"My ride to and from Greenwich, CT was superb. My driver, Mr. Sus, was extremely courteous and respectful. He made sure to have every detail taken care of so that I could have a smooth ride to and from my destination. It’s evident that My Destiny Limo prioritizes their rider’s safety and comfort.  <br />Made for a great experience overall, and I would absolutely recommend their service (especially for long trips).","My ride to and from Greenwich, CT was superb. My driver, Mr. Sus, was extremely courteous and respectful. He made sure to have every detail taken care of so that I could have a smooth ride to and from my destination. It’s evident that My Destiny Limo prioritizes their rider’s safety and comfort.  <br />Made for a great experience overall, and I would absolutely recommend their service (especially for long trips).",Eleonora G,Otro,2
"This company is class all the way around. We had the driver both times, he was the best driver anyone could ask for.I will certainly recommend and se them again!!!!","This company is class all the way around. We had the driver both times, he was the best driver anyone could ask for.I will certainly recommend and se them again!!!!",Chris C,Otro,2
The best value in NYC and beyond. This is my go-to service and every time I have used them I have been extremely satisfied.,The best value in NYC and beyond. This is my go-to service and every time I have used them I have been extremely satisfied.,Ned S,Otro,2
"Family trip to NYC and I wanted to get a limo for the kids first US visit.  The car was great when it turned up, well cleaned etc.  However we waited 30 mins for it to arrive without explanation.  Driver was uncommunicative.  Trip itself was good","Family trip to NYC and I wanted to get a limo for the kids first US visit.  The car was great when it turned up, well cleaned etc.  However we waited 30 mins for it to arrive without explanation.  Driver was uncommunicative.  Trip itself was good",Cityboy007,Recomendación por buen estado del vehículo,2
