User Name,User Profile,User Avatar,User Location,Rating,Rating Text,Review Title,Review Text,Helpful Votes,Photos,Published Date,Disclaimer,Review_Text_english
Nelson M,https://www.tripadvisor.com/Profile/nelsonmK9725XG,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg,,5,Dec 2018 • Family,Passeio em Washington,"Tour excelente, confortável, altamente profissional. Recomendo para aqueles que desejarem passar o dia vendo e aprendendo a história dos Estados Unidos.",0,,"Written January 25, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Excellent Tour, Confortável, highly profissional.I recommend that you want to pass or day I sell and learn to History two United States."
Laura B,https://www.tripadvisor.com/Profile/U9431LKlaurab,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg,"Jundiai, SP",5,Jan 2019 • Couples,Excelente!!,"Contratamos os serviços de transfer aeroporto/hotel hotel/ aeroporto e tb nos levou para as compras no outlet em New Jersey. Muito prestativo, pontual e deu varias dicas sobre NYC. Carro confortável, acomodou perfeitamente as nossas bagagens. Super indicado!! Parabéns pelo trabalho!",0,,"Written January 24, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We hired the Serviços of Transfer Airport/ Hotel Hotel/ Airport E TB Nos Levou for purchases not outlet em new Jersey.Muito, Pontual e deu several dicas on NYC.Confortável car, perfeitally accommodated as we nossas bagagens.Super indicated !!Parabéns Happy Hair!"
Renan Jepes,https://www.tripadvisor.com/Profile/jepesrenan,https://media-cdn.tripadvisor.com/media/photo-s/16/2e/ca/d8/renan-g.jpg,"Sao Paulo, SP",5,Nov 2018 • Friends,Passeio VIP,"Quer ter a experiência de ser VIP em New York? <br />A empresa Braztours pode realizar. <br />Alex foi muito gentil desde o momento em que conversamos no WhatsApp ( para fechar os passeios, fornecendo detalhes citytour, valores .... ) até o serviço de traslado para aeroporto. <br />Fechei com ele o translado aeroporto e hotel e o Citytour por New York, e o citytour para Washington, fiquei com medo em fazer o de NY pois já tinha feito com uma empresa. Mas com o Alex da Braztours foi bem diferente e melhor , ele te leva nos melhores lugares, para na frente com carro , super atencioso, solícito,comentei que gostaria de ir ver uma das obras que o Kobra fez NY , ele me levou até lá fiz fotos . Enfim pode confiar . Tratamento VIP mesmo !! ",0,"https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/bc/photo9jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/bb/photo8jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/ba/photo7jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/b9/photo6jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/b8/photo5jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/b6/photo4jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/b5/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/16/2e/dc/b4/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/b3/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/16/2e/dc/b2/photo0jpg.jpg","Written January 21, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Quer Ter to experience of being VIP em New york?<br /> Bustours company can do.<br /> Alex Foi Muito Gentil From O Moment that we talk not WhatsApp (to date the passeios, forinating details Citytour, values ....) Até or Serviço of transfer for Airport.<br /> FECHEI COM ELE OR TRANSLADO AIRPORT E HOTEL E O CITYTOUR BY NEW YORK, E O CITYTOUR FOR WASHINGTON, FIQUEI COM MEDO EM FAZER OR OF NY POIS JÁ TINHA FEITO COM UMA COMPANY.But alex da braztours foi bem different and melhor, ele you lift me melhores places, for the front, super careful, solicitous, commentei that gosopFiz photos.Empa can trust.VIP Mesmo Treatment !!"
Steve A,https://www.tripadvisor.com/Profile/steveaS6002TK,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg,"Austin, TX",5,Jan 2024 • Couples,"Excellent, as usual","I've used My Destiny Limo now on my last 3-4 trips to NYC.  This visit, like the others, the service was prompt and impeccable.  We had round-trip service from LaGuardia to our hotel in Manhattan.  Our driver Jimmy was there early on both ends, communicated clearly via text, and provided great service.  I don't go to NYC a lot, but I'll definitely book My Destiny on all future visits.",0,,"Written January 15, 2024",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I've used my destiny lime now on my last 3-4 Trips to nyc.This visit, Like the Others, The Service was prompt and impeccable.We Had Round-Trip Service from Laguardia to Our Hotel in Manhattan.OUR DRIVER JIMMY WAS THERE EARLY ON BOTH ENDS, COMMUNICATED CLEARLY VIA TEXT, AND PROVIDED GREAT SERVICE.I Don's Go To NYC A LOT, But i'll Definitely Book My Destiny On All Future Visits."
Q M,https://www.tripadvisor.com/Profile/183qm,https://media-cdn.tripadvisor.com/media/photo-s/14/11/b8/2d/q-m.jpg,"Kathleen, GA",5,Dec 2023 • Family,Highly recommended ,A trip to and from LaGuardia Airport with my man Jimmy was a pleasant experience. The traffic in Time Square was bananas but Jimmy took is in stride. He even circle the block to allow the vehicles parked in front of our hotel to move so he could drop us off in front of the building.  We would have walked but he insisted which I thought was pretty awesome. Thanks Jimmy and Destiny!,0,,"Written January 5, 2024",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,A Trip To and From Laguardia Airport With My Man Jimmy was a pleasant experience.The Traffic in Time Square was bananas But Jimmy Took is in Stride.I have circle the block to allow the vehicles parked in front of our hotel to move so he could drop us off in front of the Building.We would have walked but I insisted which i thought was pretty awesome.Thanks Jimmy and Destiny!
Eleonora G,https://www.tripadvisor.com/Profile/eleonoragY7018VT,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg,,5,Nov 2023 • Business,Outstanding Service!,"My ride to and from Greenwich, CT was superb. My driver, Mr. Sus, was extremely courteous and respectful. He made sure to have every detail taken care of so that I could have a smooth ride to and from my destination. It’s evident that My Destiny Limo prioritizes their rider’s safety and comfort.  <br />Made for a great experience overall, and I would absolutely recommend their service (especially for long trips).",0,,"Written December 28, 2023",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"My Ride To and From Greenwich, CT was Superb.My Driver, Mr. Su, was extremely Courteous and Respectful.He made Sure to have every detail Taken Care of So That I Could Have a Smooth Ride To and From My Destination.IT’s Evident That My Destiny Limo Prioritizes The Rider’s Safety and Comfort.<br /> Made for a Great Experience Overall, and I Would Absolute Recommend Eser Service (Specially for Long Trips)."
Chris C,https://www.tripadvisor.com/Profile/L7395DMchrisc,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/ce/default-avatar-2020-7.jpg,,5,Jul 2022 • Family,A great company.,"This company is class all the way around. We had the driver both times, he was the best driver anyone could ask for.I will certainly recommend and se them again!!!!",0,"https://media-cdn.tripadvisor.com/media/photo-w/25/ae/c7/f4/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/25/ae/c7/f3/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/25/ae/c7/f2/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/25/ae/c7/f1/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/25/ae/c7/f0/caption.jpg","Written September 8, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"This Company is class All The Way Around.We had the driver both Times, he was the best driver anyone could ask for.i Will Certainly Recommending and Se The Again !!!!"
Ned S,https://www.tripadvisor.com/Profile/NedS343,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg,"Jerusalem, Israel",5,Sep 2022,Best black car service in NYC,The best value in NYC and beyond. This is my go-to service and every time I have used them I have been extremely satisfied.,0,,"Written September 8, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,The Best Value in Nyc and Beyond.This is my Go-to Service and Every time I have used them I will have been satisfied.
Cityboy007,https://www.tripadvisor.com/Profile/Cityboy007,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg,"Hale, UK",3,Jul 2022,Good trip but had to wait at airport,"Family trip to NYC and I wanted to get a limo for the kids first US visit.  The car was great when it turned up, well cleaned etc.  However we waited 30 mins for it to arrive without explanation.  Driver was uncommunicative.  Trip itself was good",0,,"Written September 8, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Family trip to nyc and i wanted to get a Limo for the Kids First Us Visit.The Car Was Great When It Turned Up, Well Cleaned etc.However We Waited 30 Mins for It To Arrive Without Explanation.Driver Was Uncommunicative.Trip Iself was good"
arthurrs2017,https://www.tripadvisor.com/Profile/arthurrs2017,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg,"Toronto, Canada",5,Sep 2022 • Family,"Last minute cancellation, but still a full refund.","If one wants to deal with an honest and professional limo company in New York, this is certainly the one.  Our flight from Toronto to New York was cancelled at the last minute.  I called the company to explain our circumstances and requested a refund.  Without any hesitation, I was assured that a refund would come through on my credit card.  Sure enough, my account was credited two weeks later. I’ll certainly use this company on my next trip to New York.",0,,"Written September 7, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"If one wants to deal with an honest and professional Limo Company in New York, This is certainly the One.Our Flight from Toronto To New York was canceled at the last minute.I. CALLED THE COMPANY TO EXPLANIN OUR CIRCUMSTANCES AND CLASQUED A REFund.Without Any Hesitation, I was Assured That a Refund Would Come Through on My Credit Card.Sure Aough, My Account was creditd two weeks late.I’ll Certainly use This Company on My Next Trip To New York."
Alejandro S,https://www.tripadvisor.com/Profile/G9990CXalejandros,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg,,5,Sep 2022,The best black car service in New york,"Awesome service ! I travelled from South America to New York and the the driver was extremely polite, punctual and tidly dressed. Meet and greet service made me save lot of time. Beatiful black car with child seat service. Thanks for making my family enjoy our holidays like celebrities. 😎😍👍🏽",0,,"Written September 7, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Awesome Service!I Travelled from South America to New York and The Driver Was Extremely Polite, Punctual and Tidly Dressed.MEET AND GREET SERVICE MADE ME SAVE LOT OF TIME.Beatiful Black Car with Child Seat Service.Thanks for Making My Family Enjoy Our Holidays Like Celebrities.😎😍👍🏽"
MFW,https://www.tripadvisor.com/Profile/marlow517,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg,,1,Sep 2022 • Couples,"Poor customer service, dirt car and follow up","As of now I am not to pleased. Went to NYC for our anniversary and instead of taking an Uber or taxi from airport I thought I would get a fancy car service so the driver could be holding a sign when we got to baggage claim. Thought that would be nice surprise for my wife.<br /><br />Well we get to baggage claim and here comes my phone ringing and it’s the driver. He ask where I was and simultaneously I see him waving at me like I’m over here.<br /><br />He then walks up smiling, no sign or anything. So ask where is your sign. He then takes his phone out and shows me “my name” not me and my wife but my name. I ask where is the sign you should have had with me and my wife’s name and he just laughs.<br /><br />I was sorta upset and very embarrassed as you had 15 other drivers in airport holding signs. <br /><br />We then get to the car which was dirty. <br /><br />I call customer service and give my story of what happened and they say a manager will call me back. This was Friday morning.<br /><br />No call late Friday so Saturday I call again and am told a manager will call me. No call back so I start emailing. No response.<br /><br />I call sunday and again nothing.<br /><br />We leave Monday to head back home.<br /><br />Tuesday I get email saying we can compensate you with a free ride back to airport.<br /><br />I respond back and nothing in return. I call again Tuesday and get the run around and no one can understand why a sign was that big of a deal like I’m the problem. I advise I don’t even want my refund but at least half of what I paid back since I missed a ride back home because no one responded in time and I didnt initially get what I paid for.<br /><br />I was told they didn’t call me back because my issue was not that big of a deal that I was making it. <br /><br />So now I sit and wait for manager to call back AGAIN.<br /><br />Never again will I use them. I have never had an issue with a car service before until now.",0,,"Written September 6, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,As of Now I am not to pleased.Went to nyc for Our Anniversary and InstaD of Taking an uber or taxi from Airport I Thought I Would Get A Fancy Car Service So The Driver Could Be Holding A Sign When We Got To Baggage Claim.Thought that was Nice Surprise for My Wife.I have as where and wasultaneously i see Him waving at me like i’m over here.So Ask where is your sign.I have takes his phone out and shows meI ASK WHERE IS THE SIGN YOU SHOULD HAV HAD WITH ME AND MY WIFE’S NAME AND HE JUST LAUGHS.<br /> <br /> We Then Get To The Car Which Was Dirty.<br /> <br /> I Call Customer Service and Give My Story of What Happened and They Say A Manager Will Call Me Back.This was friday morning.No call back so i start emailing.No Response. <br /> <br /> I call Sunday and cumbing.You with a Free Ride Back To Airport. <br /> <br /> I Respond Back and Nothing in return.I Call Again Tuesday and get the run around and no Can Understand Why a Sign Was That Big of A Deal Like I’m The Problem.I Advis I Don't Even Want My Refund But At Least Half of What I Paid Back Since I Mised A Ride Back Home Scholause No One Answer In Time and I Didnt Initially Get What I Paid For. <br /> <br />I was awd they Didn't call me back scholause my ISSUE was not That Big Of A Deal That I was Making It.<br /> <br /> So now i sit and wait for manager to call back again. <br /> <br /> Never Again Will I use them.I have Never had an issue with a car service before unit now.
Jesse M,https://www.tripadvisor.com/Profile/Q4921TDjessem,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg,,1,Aug 2022,"No show driver, customer service is hostile and hangs up on their stranded passengers.","Did you order a pickup?  Well guess what, you won't get it.  Did you pay extra for a greeter with a sign with your name on it because this was a special trip?  Well too bad, they're not gonna show, and you'll be standing around looking foolish.  Do you have an injury or disability and hired this service for help with your bags?  Tough day for you buddy, because nobody's coming for you from this company.  Were you gonna call in to customer service because you thought an honest mistake might be occurring?  Don't worry, ""Alex"" will hang up on you 3 times in a row and insist the driver is at a fictional pickup door which does not exist (I was told my driver was at door 6, when the baggage claim hall at this terminal is numbered 9-14, with no acknowledgement that things were wrong).  Prepare to feel ridiculous as you are literally the last person from the last flight of the night, in the newest most well-lit, expensive arrivals hall in the USA, and be lied to that ""the driver is looking for you"" as you wait around with 6 bags in tow.  This couldn't be less professional.  In fact, I have no tangible evidence this is actually a car service.  Take an uber, and save yourself the headache.",0,,"Written August 31, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Did you order to pickup?Well Guess What, You Won't Get It.Did You Pay Extra for a Greter with a sign with your name on it Becouse This was to Special Trip?Well Too Bad, They're Not Gonna Show, and You'll Be Standing Around Looking Foolish.Do you have an insurance or disability and HIRED this service for help with your bags?Tough Day for You Buddy, Because Nobody's Coming for You From This Company.Were You Gonna Call In To Customer Service Because You Thought An Honest Mistake Might Be Occurring?Don't Worry, ""Alex"" Will Hang Up On You 3 Times In A Row and insist the driver is at a fictional pickup door which does not existIs Numbered 9-14 terminal, with no accknowledge that this wrong).Prepare to feel ridiculous as you are literally the last person from the last flecht of the night, in the Newest Most Well-Lit, Expensive Arrives Hall in the USAround with 6 Bags in Tow.This couldn't be lessional.In fact, I will not tangible evidence This is the news to Car Service.Take an Uber, and Save Yourself The Headache."
Justprettynpink,https://www.tripadvisor.com/Profile/Justprettynpink,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg,"Charlotte, NC",5,Jul 2022,Great Service!!,We used My Destiny Car & Limo Service for our JFK transfer from Port Liberty. James arrive on time and waited for us to get through the chaos at Port Liberty. The LUX SUV was just that and we were driven safely to the airport. We would use again!!,0,,"Written July 4, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,We used my Destiny Car & Limo Service for Our JFK Transfer from Port Liberty.James Arrive on Time and Waited for Us To Get Through the Chaos At Port Liberty.The Lux Sup Was Just That and We Were Driven Safely to the Airport.We would use again !!
Elliot S,https://www.tripadvisor.com/Profile/743elliots,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg,"Long Beach, CA",5,Jun 2022,The Best Limo Service I Have Used in the New York Area,"My Destiny Limo Service is the very best car service I have used in the New York area.<br />We flew into Newark and sat on the runway for over 2-hours waiting for a gate.  The driver, Jimmy told us not to worry, that he would be there.  Regardless of whether the price is adjusted, many drivers would have left.  He also made a stop for us to get something at a pharmacy.  Very pleasant and professional.<br /><br />I highly recommend this car service.",0,,"Written June 2, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"My Destiny Limo Service is The Vry Best Car Service I Have Used In The New York Area.The Driver, Jimmy Told Ut To Worry, That He Wouled Be There.RUGARDless Of Whether The Price Is Adjusted, MANY DRIVERS WOUD HAVE LEFT.He Also Made A Stop for US to Get Subject at A Pharmacy.Vary pleasant and professional. <br /> <br /> i Highly recommends this car service."
CAGoodman,https://www.tripadvisor.com/Profile/CAG248,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg,,5,May 2022,Superb Trustworthy Service,"Our first trip with My Destiny Limo Service fulfilled our expectations: Eric arrived early, smoothly drove the 124 mile trip to JFK through a downpour and expertly navigated rush hour traffic, taking local roads to get us there with time to spare. Thanks - we appreciate your superb service and look forward to booking with you on our next trip.",0,,"Written May 29, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Our First Trip with My Destiny Limo Service Fulfilled Our Expectations: Eric Arrived Early, Smoothly Drove The 124 Mile Trip To Jfk Through a DownPour and Expertly Navigated Rush Hour Traffic, Local Taking Roads To Get US There With Time Time To Spare.THANKS - We Appreciate Your Superb Service and Look forward to Booking with You On Our Next Trip."
David B,https://www.tripadvisor.com/Profile/davidbX8831VW,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/fe/default-avatar-2020-58.jpg,,5,Apr 2022,Courteous and safe,"Courteous, safe.  Ended up coming from airport right at rush hour.  Driver was very courteous and safe and made good time through the traffic",0,,"Written April 4, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Courteous, Safe.Ended Up Coming from Airport Right at Rush Hour.Driver was Vary Courteous and Safe and Made Good Time Through the traffic"
John B,https://www.tripadvisor.com/Profile/A6144HPjohnb,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg,"Sarasota, FL",5,Oct 2021,Superb Service,"Over many years we have experienced varying degrees of service from several car service companies.  Without a doubt My Destiny exceeded our expectations.  The vehicles were immaculate, and sized appropriately to provide excellent comfort.  The drivers were professional and courteous in providing  safe transportation with each providing their own personal touch.  We will certainly use My Destiny again, and again. ",0,,"Written March 17, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Over Many Years We have experienced Varying Degrees of Service from Several Car Service Companies.Without a Doubt My Destiny Exceeded Our Expectations.The vehicles were Immaculate, and SIZED APPROPRIATELY TO PROVIDE EXCELLENT COMFORT.The drivers were Professional and Courteous in Provideing Safe Transportation with Each Provideing Their Personal Touch.We Will Certainly Use My Destiny Again, and Again."
RB323562,https://www.tripadvisor.com/Profile/RB323562,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg,"New York City, NY",5,Feb 2022,Very happy with my experience!,The driver was very professional and prompt. I was very pleased with the car service! I will definitely use My Destiny Limo service in the future.,0,,"Written March 16, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,The Driver was Vary Professional and Prompt.I was Vary Pleased with the Car Service!I will definitely use my destiny Limo Service in the Future.
MB7Traveler7,https://www.tripadvisor.com/Profile/MB7Traveler7,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg,,5,Sep 2021,EXCELLENT SERVICE!!!,"I was nervous as I was hosting an influential person for a trip to NY.  My Destiny Car & Limo Service made it easy to reserve online, make changes and handled each pick-up and drop-off with care and professionalism.  Each car was very nice and clean which made the difference. All for a reasonable price.  Thank you My Destiny Limo!",0,,"Written March 16, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I was Nervous as I was Hosting an influential person for a trip to ny.My Destiny Car & Limo Service Made It Easy to Reserve Online, Make Changes and Handled Each Pick-Up and Drop-Off with Care and Professionalism.EACH CAR WAS VERY NICE AND CLEAN WHICH MADE THE DIFFERENCE.All for Reasonable Price.Thank You My Destiny Limo!"
taxxman02,https://www.tripadvisor.com/Profile/taxxman02,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg,,5,Jan 2022 • Family,Wedding weekend,We were traveling to a wedding in Las Vegas New Years weekend. I specified number of bags and people our driver's showed up right on time on each segment. The cars were clean and in great shape. I highly recommend Destiny Car & Limo service.,0,,"Written March 16, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,We were traveling to a wedding in las vegas New Years Weekend.I SPECIFIED NUMBER OF BAGS AND PEOPLE OUR DRIVER'S SHOWED UP RIGHT ON TIME ON EACH SEGMENT.The Cars Were Clean and In Great Shape.I Highly recommends Destiny Car & Limo Service.
dklement3,https://www.tripadvisor.com/Profile/dklement3,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg,,5,Jan 2022,Great Service,I reserved pick up and return to the airport. They were prompt if not early. The vehicles were clean and well maintained. The drivers were friendly and helpful. ,0,,"Written March 14, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,I reserve pick up and return to the airport.They were prompt if not early.The vehicles were Clean and Well Maintained.The drivers were Friendly and Helpful.
Ann H,https://www.tripadvisor.com/Profile/hofmanndann,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg,"Clemson, SC",5,Dec 2021,Great ride to the Airport!,"My driver was polite, early and assisted me with entry and exit from the vehicle.<br />I liked the early part best as I was anxious about getting out of NYC before the rush hour crowd/traffic impacted the highway to and from Newark Airport. Got there in plenty time on a Monday morning and my driver was exceptional!!!",0,,"Written March 13, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"My driver was polyite, Early and assisted me with entry and exit from the vehicle.Airport.GOT there in plenty time on a monday morning and my driver was exceptive !!!"
Kevin H,https://www.tripadvisor.com/Profile/khickey2310,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg,,1,Dec 2021 • Family,Do not use this service,I scheduled a trip from Newark to Mid-town.  Pick-up went smoothly.  Upon entering the car I asked the driver to see what it would cost me to go to Brunson NJ where my daughter was staying.  When I received the quote I told the driver to forget it and he took me to my hotel in mid-town.  A month later my credit card showed an additional charge for the trip to NJ that I never took.  I have made numerous attempts to contact this service to no avail.  I will not recommend a company that steals your money.,0,,"Written March 10, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,I scheduled a trip from Newark to Mid-Town.Pick-up Went Smoothly.Upon Entering The Car i Asked The Driver to see What It Would Cost To Go To Brunson Nj Where My Daughter was Staying.WHEN I Received The Quote I Toled The Driver to Forget It and He Took Me To My Hotel In Mid-Town.A month late my credit card showed an additional charge for the trip to nj that i need took.I will have made numbers attempts to contact This Service to No Avail.I Will Not I recommend Company that steals your money.
ordinarytraveller1,https://www.tripadvisor.com/Profile/ordinarytraveller1,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg,,5,Aug 2021 • Family,Brilliant and worth it,"Last year, our driver drove us for two hours during what started as rain and became as actual hurricane when we hit NJ. He was perfectly cool, calm, collected and courteous, and drove us safely to our destination as if it was no big deal. It was a big deal, and the service was out of this world. The car was really spacious and comfortable also. I've never been so impressed with a service!",0,,"Written March 10, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Last Year, Our Driver Drove Us for Two Hours During What Started As Rain and Became As Current Hurricane When We Nj.He was perfectly Cool, Calm, Collected and Courteous, and Drove Us Safely To Our Destination as If it was no big deal.It was a Big Deal, and The Service was out of this World.The Car Was Really Spacious and Comfortable Also.I'VE Never Been So Printed with A Service!"
carolflee,https://www.tripadvisor.com/Profile/carolflee,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg,"New York City, NY",5,Apr 2021,"excellent, reliable service","During the COVID pandemic my husband and I turned to My Destiny Car and Limo Service to provide us with well-ventilated as well as reliable car service between Boston and New York City.  The My Destiny limousines arrived punctually and were comfortable, with plenty of distance between the passenger and the driver.  We are very grateful that My Destiny made it possible for us to see each other without running the risks of crowded train stations and trains.",0,,"Written March 10, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"During the Covid Pandemic My Husband and I Turned to My Destiny Car and Limo Service to Provide Us With Well-Ventiled As Well As Reliable Car Service Between Boston and New York City.The My Destiny Limousines Arrived Punctcually and Were Comforable, With Plenty of Distence Between The Passenger and The Driver.We Are Very Grateful That My Destiny Made It Possible For US To see each Other Without Running The Risks of Crowded Train Stations and Trains."
bridgeman2022,https://www.tripadvisor.com/Profile/bridgeman2022,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg,"Quaker Hill, CT",5,Nov 2021,Always happy to see Jimmy at the end of a long trip,"It's not just the ride, it's the confidence that as soon as we hit baggage claim we can relax.  Jimmy helps find the bags, hauls them to the car with us, and gets us home with no more thought, effort or worry on our part.  Welcome home starts the minute we see him there.",0,,"Written March 9, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"It's Not Just The Ride, It's The Confidence That Ason as We Hit Baggage Claim We Can Relax.Jimmy Helps Find the Bags, Houls Them to the Car with Us, and Gets Us Home With no More Thought, Effort or Worry on Our Part.WELCOME HOME STARTS THE MINUTE WE See HIM There."
hollycw2022,https://www.tripadvisor.com/Profile/hollycw2022,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/7b/default-avatar-2020-6.jpg,,5,Mar 2022,The Very Best,"My Destiny Limo has been our go to service for more than ten years. They are really more like family to us. When our daughter moved to New York in the midst of the pandemic to attend FIT, Jimmy picked her up and took her to her new home. Do not give it another thought; go with My Destiny! You will be in good hands!",0,,"Written March 9, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"My Destiny Limo has been out to serve for more than ten.They are Really More Like Family to Us.WHEN OUR DAUGHTER MOVED TO NEW YORK IN THE MIDST OF THE PANDEMIC TO ATTEND FIT, JIMMY PICKED HER UP AND TOOK HER TO HER NEW HOME.Do not give it Another Thought;Go with My Destiny!You Will Be In Good Hands!"
Gabriela F,https://www.tripadvisor.com/Profile/Gabifines,https://media-cdn.tripadvisor.com/media/photo-o/04/a1/8e/ae/gabriela-f.jpg,"Asuncion, Paraguay",5,Mar 2020 • Solo,Napa Valley Top Experience,"El servicio de traslado de Relier se hizo a medida. El transfer fue perfecto. Ya tuve la oportunidad de utilizar sus tours en New York y para esta vez, armamos un tour específico desde San Francisco a Napa Valley. Impecable!",0,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/28/9d/66/relier.jpg,"Written March 14, 2020",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"The Relier's transfer service was made to measure.The transfer was perfect.I already had the opportunity to use their tours in New York and for this time, we put together a specific tour from San Francisco to Napa Valley.Flawless!"
